location code,2Digit,Sym,Branch Name General,Sierra Label - Branch Name,Location Type,Public,location lookup
hsar,HS,HSR,Hunt's Point Branch,Hunt's Point Adult Reference,Mixed Use,0,HSR
hsj,HS,HSR,Hunt's Point Branch,Hunt's Point Children,Mixed Use,1,HSR
hsj01,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Reference,Mixed Use,0,HSR
hsj0a,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Easy Book,Mixed Use,0,HSR
hsj0f,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Fiction,Mixed Use,0,HSR
hsj0h,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Holiday Book,Mixed Use,0,HSR
hsj0i,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Picture Book,Mixed Use,0,HSR
hsj0l,HS,HSR,Hunt's Point Branch,Hunt's Point Children's World Languages,Mixed Use,0,HSR
hsj0n,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Non-Fiction,Mixed Use,0,HSR
hsj0r,HS,HSR,Hunt's Point Branch,Hunt's Point Video Visit Room,Mixed Use,0,HSR
hsj0t,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Fairy Tale,Mixed Use,0,HSR
hsj0v,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Non-Print Media,Mixed Use,0,HSR
hsj0y,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Young Reader,Mixed Use,0,HSR
hsjr,HS,HSR,Hunt's Point Branch,Hunt's Point Children's Reference,Mixed Use,0,HSR
hsy,HS,HSR,Hunt's Point Branch,Hunt's Point Young Adult,Mixed Use,1,HSR
hsy01,HS,HSR,Hunt's Point Branch,Hunt's Point YA Reference,Mixed Use,0,HSR
hsy0f,HS,HSR,Hunt's Point Branch,Hunt's Point YA Fiction,Mixed Use,0,HSR
hsy0l,HS,HSR,Hunt's Point Branch,Hunt's Point YA World Languages,Mixed Use,0,HSR
hsy0n,HS,HSR,Hunt's Point Branch,Hunt's Point YA Non-Fiction,Mixed Use,0,HSR
hsy0v,HS,HSR,Hunt's Point Branch,Hunt's Point YA Non-Print Media,Mixed Use,0,HSR
hsyr,HS,HSR,Hunt's Point Branch,Hunt's Point Young Adult Reference,Mixed Use,0,HSR
hszzz,HS,HSR,Hunt's Point Branch,Hunt's Point (error code),Mixed Use,0,HSR
ht,HT,HTR,Countee Cullen Branch,Countee Cullen,Mixed Use,0,HTR
hta,HT,HTR,Countee Cullen Branch,Countee Cullen Adult,Mixed Use,1,HTR
hta01,HT,HTR,Countee Cullen Branch,Countee Cullen Reference,Mixed Use,0,HTR
hta03,HT,HTR,Countee Cullen Branch,Countee Cullen Closed Shelf Reference,Mixed Use,0,HTR
hta0f,HT,HTR,Countee Cullen Branch,Countee Cullen Fiction,Mixed Use,0,HTR
hta0l,HT,HTR,Countee Cullen Branch,Countee Cullen World Languages,Mixed Use,0,HTR
hta0n,HT,HTR,Countee Cullen Branch,Countee Cullen Non-Fiction,Mixed Use,0,HTR
hta0v,HT,HTR,Countee Cullen Branch,Countee Cullen Non-Print Media,Mixed Use,0,HTR
htar,HT,HTR,Countee Cullen Branch,Countee Cullen Adult Reference,Mixed Use,0,HTR
htj,HT,HTR,Countee Cullen Branch,Countee Cullen Children,Mixed Use,1,HTR
htj01,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Reference,Mixed Use,0,HTR
htj0a,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Easy Book,Mixed Use,0,HTR
htj0f,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Fiction,Mixed Use,0,HTR
htj0h,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Holiday Book,Mixed Use,0,HTR
htj0i,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Picture Book,Mixed Use,0,HTR
htj0l,HT,HTR,Countee Cullen Branch,Countee Cullen Children's World Languages,Mixed Use,0,HTR
htj0n,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Non-Fiction,Mixed Use,0,HTR
htj0t,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Fairy Tale,Mixed Use,0,HTR
htj0v,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Non-Print Media,Mixed Use,0,HTR
htj0y,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Young Reader,Mixed Use,0,HTR
htjr,HT,HTR,Countee Cullen Branch,Countee Cullen Children's Reference,Mixed Use,0,HTR
hty,HT,HTR,Countee Cullen Branch,Countee Cullen Young Adult,Mixed Use,1,HTR
hty01,HT,HTR,Countee Cullen Branch,Countee Cullen YA Reference,Mixed Use,0,HTR
hty0f,HT,HTR,Countee Cullen Branch,Countee Cullen YA Fiction,Mixed Use,0,HTR
hty0l,HT,HTR,Countee Cullen Branch,Countee Cullen YA World Languages,Mixed Use,0,HTR
hty0n,HT,HTR,Countee Cullen Branch,Countee Cullen YA Non-Fiction,Mixed Use,0,HTR
hty0v,HT,HTR,Countee Cullen Branch,Countee Cullen YA Non-Print Media,Mixed Use,0,HTR
htyr,HT,HTR,Countee Cullen Branch,Countee Cullen Young Adult Reference,Mixed Use,0,HTR
htzzz,HT,HTR,Countee Cullen Branch,Countee Cullen (error code),Mixed Use,0,HTR
hu,HU,HU,115h Street Branch,115th Street,Mixed Use,0,HU
hua,HU,HU,115h Street Branch,115th Street Adult,Mixed Use,0,HU
hua01,HU,HU,115h Street Branch,115th Street Reference,Mixed Use,0,HU
hua03,HU,HU,115h Street Branch,115th Street Closed Shelf Reference,Mixed Use,0,HU
hua0f,HU,HU,115h Street Branch,115th Street Fiction,Mixed Use,0,HU
hua0l,HU,HU,115h Street Branch,115th Street World Languages,Mixed Use,0,HU
hua0n,HU,HU,115h Street Branch,115th Street Non-Fiction,Mixed Use,0,HU
hua0v,HU,HU,115h Street Branch,115th Street Non-Print Media,Mixed Use,0,HU
huar,HU,HU,115h Street Branch,115th Street Adult Reference,Mixed Use,0,HU
huj,HU,HU,115h Street Branch,115th Street Children,Mixed Use,0,HU
huj01,HU,HU,115h Street Branch,115th Street Children's Reference,Mixed Use,0,HU
huj0a,HU,HU,115h Street Branch,115th Street Children's Easy Book,Mixed Use,0,HU
huj0f,HU,HU,115h Street Branch,115th Street Children's Fiction,Mixed Use,0,HU
huj0h,HU,HU,115h Street Branch,115th Street Children's Holiday Book,Mixed Use,0,HU
huj0i,HU,HU,115h Street Branch,115th Street Children's Picture Book,Mixed Use,0,HU
huj0l,HU,HU,115h Street Branch,115th Street Children's World Languages,Mixed Use,0,HU
huj0n,HU,HU,115h Street Branch,115th Street Children's Non-Fiction,Mixed Use,0,HU
huj0t,HU,HU,115h Street Branch,115th Street Children's Fairy Tale,Mixed Use,0,HU
huj0v,HU,HU,115h Street Branch,115th Street Children's Non-Print Media,Mixed Use,0,HU
huj0y,HU,HU,115h Street Branch,115th Street Children's Young Reader,Mixed Use,0,HU
hujr,HU,HU,115h Street Branch,115th Street Children's Reference,Mixed Use,0,HU
huy,HU,HU,115h Street Branch,115th Street Young Adult,Mixed Use,0,HU
huy01,HU,HU,115h Street Branch,115th Street YA Reference,Mixed Use,0,HU
huy0f,HU,HU,115h Street Branch,115th Street YA Fiction,Mixed Use,0,HU
huy0l,HU,HU,115h Street Branch,115th Street YA World Languages,Mixed Use,0,HU
huy0n,HU,HU,115h Street Branch,115th Street YA Non-Fiction,Mixed Use,0,HU
huy0v,HU,HU,115h Street Branch,115th Street YA Non-Print Media,Mixed Use,0,HU
huyr,HU,HU,115h Street Branch,115th Street Young Adult Reference,Mixed Use,0,HU
huzzz,HU,HU,115h Street Branch,115th Street (error code),Mixed Use,0,HU
ia,IA,IA,Electronic Material,Electronic Material for Adults,,1,
iarch,IA,IA,Electronic Material,Research Electronic materials for Adults,,1,
iaslr,IA,IA,Electronic Material,SIBL Research Electronic Material for Adults,,1,
ij,IJ,IJ,Electronic Material for Children,Electronic Material for Children,,1,
in,IN,INR,Inwood Branch,Inwood,Mixed Use,0,INR
ina,IN,INR,Inwood Branch,Inwood Adult,Mixed Use,1,INR
ina01,IN,INR,Inwood Branch,Inwood Reference,Mixed Use,0,INR
ina03,IN,INR,Inwood Branch,Inwood Closed Shelf Reference,Mixed Use,0,INR
ina0f,IN,INR,Inwood Branch,Inwood Fiction,Mixed Use,0,INR
ina0l,IN,INR,Inwood Branch,Inwood World Languages,Mixed Use,0,INR
ina0n,IN,INR,Inwood Branch,Inwood Non-Fiction,Mixed Use,0,INR
ina0v,IN,INR,Inwood Branch,Inwood Non-Print Media,Mixed Use,0,INR
ina0w,IN,INR,Inwood Branch,Inwood Adult Learning Center,Mixed Use,0,INR
inar,IN,INR,Inwood Branch,Inwood Adult Reference,Mixed Use,0,INR
inj,IN,INR,Inwood Branch,Inwood Children,Mixed Use,1,INR
inj01,IN,INR,Inwood Branch,Inwood Children's Reference,Mixed Use,0,INR
inj0a,IN,INR,Inwood Branch,Inwood Children's Easy Book,Mixed Use,0,INR
inj0f,IN,INR,Inwood Branch,Inwood Children's Fiction,Mixed Use,0,INR
inj0h,IN,INR,Inwood Branch,Inwood Children's Holiday Book,Mixed Use,0,INR
inj0i,IN,INR,Inwood Branch,Inwood Children's Picture Book,Mixed Use,0,INR
inj0l,IN,INR,Inwood Branch,Inwood Children's World Languages,Mixed Use,0,INR
inj0n,IN,INR,Inwood Branch,Inwood Children's Non-Fiction,Mixed Use,0,INR
inj0t,IN,INR,Inwood Branch,Inwood Children's Fairy Tale,Mixed Use,0,INR
inj0v,IN,INR,Inwood Branch,Inwood Children's Non-Print Media,Mixed Use,0,INR
inj0y,IN,INR,Inwood Branch,Inwood Children's Young Reader,Mixed Use,0,INR
injr,IN,INR,Inwood Branch,Inwood Children's Reference,Mixed Use,0,INR
iny,IN,INR,Inwood Branch,Inwood Young Adult,Mixed Use,1,INR
iny01,IN,INR,Inwood Branch,Inwood YA Reference,Mixed Use,0,INR
iny0f,IN,INR,Inwood Branch,Inwood YA Fiction,Mixed Use,0,INR
iny0l,IN,INR,Inwood Branch,Inwood YA World Languages,Mixed Use,0,INR
iny0n,IN,INR,Inwood Branch,Inwood YA Non-Fiction,Mixed Use,0,INR
iny0v,IN,INR,Inwood Branch,Inwood YA Non-Print Media,Mixed Use,0,INR
inyr,IN,INR,Inwood Branch,Inwood Young Adult Reference,Mixed Use,0,INR
inzzz,IN,INR,Inwood Branch,Inwood (error code),Mixed Use,0,INR
jm,JM,JMR,Jefferson Market Branch,Jefferson Market,High Circ,0,JMR
jma,JM,JMR,Jefferson Market Branch,Jefferson Market Adult,High Circ,1,JMR
jma01,JM,JMR,Jefferson Market Branch,Jefferson Market Reference,High Circ,0,JMR
jma03,JM,JMR,Jefferson Market Branch,Jefferson Market Closed Shelf Reference,High Circ,0,JMR
jma0f,JM,JMR,Jefferson Market Branch,Jefferson Market Fiction,High Circ,0,JMR
jma0l,JM,JMR,Jefferson Market Branch,Jefferson Market World Languages,High Circ,0,JMR
jma0n,JM,JMR,Jefferson Market Branch,Jefferson Market Non-Fiction,High Circ,0,JMR
jma0v,JM,JMR,Jefferson Market Branch,Jefferson Market Non-Print Media,High Circ,0,JMR
jma0w,JM,JMR,Jefferson Market Branch,Jefferson Market Adult Learning Center,High Circ,0,JMR
jmar,JM,JMR,Jefferson Market Branch,Jefferson Market Adult Reference,High Circ,0,JMR
jmj,JM,JMR,Jefferson Market Branch,Jefferson Market Children,High Circ,1,JMR
jmj01,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Reference,High Circ,0,JMR
jmj0a,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Easy Book,High Circ,0,JMR
jmj0f,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Fiction,High Circ,0,JMR
jmj0h,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Holiday Book,High Circ,0,JMR
jmj0i,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Picture Book,High Circ,0,JMR
jmj0l,JM,JMR,Jefferson Market Branch,Jefferson Market Children's World Languages,High Circ,0,JMR
jmj0n,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Non-Fiction,High Circ,0,JMR
jmj0t,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Fairy Tale,High Circ,0,JMR
jmj0v,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Non-Print Media,High Circ,0,JMR
jmj0y,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Young Reader,High Circ,0,JMR
jmjr,JM,JMR,Jefferson Market Branch,Jefferson Market Children's Reference,High Circ,0,JMR
jmy,JM,JMR,Jefferson Market Branch,Jefferson Market Young Adult,High Circ,1,JMR
jmy01,JM,JMR,Jefferson Market Branch,Jefferson Market YA Reference,High Circ,0,JMR
jmy0f,JM,JMR,Jefferson Market Branch,Jefferson Market YA Fiction,High Circ,0,JMR
jmy0l,JM,JMR,Jefferson Market Branch,Jefferson Market YA World Languages,High Circ,0,JMR
jmy0n,JM,JMR,Jefferson Market Branch,Jefferson Market YA Non-Fiction,High Circ,0,JMR
jmy0v,JM,JMR,Jefferson Market Branch,Jefferson Market YA Non-Print Media,High Circ,0,JMR
jmyr,JM,JMR,Jefferson Market Branch,Jefferson Market Young Adult Reference,High Circ,0,JMR
jmzzz,JM,JMR,Jefferson Market Branch,Jefferson Market (error code),High Circ,0,JMR
jp,JP,JP,Jerome Park Branch,Jerome Park,Mixed Use,0,JP
jpa,JP,JP,Jerome Park Branch,Jerome Park Adult,Mixed Use,1,JP
jpa01,JP,JP,Jerome Park Branch,Jerome Park Reference,Mixed Use,0,JP
jpa03,JP,JP,Jerome Park Branch,Jerome Park Closed Shelf Reference,Mixed Use,0,JP
jpa0f,JP,JP,Jerome Park Branch,Jerome Park Fiction,Mixed Use,0,JP
jpa0l,JP,JP,Jerome Park Branch,Jerome Park World Languages,Mixed Use,0,JP
jpa0n,JP,JP,Jerome Park Branch,Jerome Park Non-Fiction,Mixed Use,0,JP
jpa0v,JP,JP,Jerome Park Branch,Jerome Park Non-Print Media,Mixed Use,0,JP
jpa0w,JP,JP,Jerome Park Branch,Jerome Park Adult Learning Center,Mixed Use,0,JP
jpar,JP,JP,Jerome Park Branch,Jerome Park Adult Reference,Mixed Use,0,JP
jpj,JP,JP,Jerome Park Branch,Jerome Park Children,Mixed Use,1,JP
jpj01,JP,JP,Jerome Park Branch,Jerome Park Children's Reference,Mixed Use,0,JP
jpj0a,JP,JP,Jerome Park Branch,Jerome Park Children's Easy Book,Mixed Use,0,JP
jpj0f,JP,JP,Jerome Park Branch,Jerome Park Children's Fiction,Mixed Use,0,JP
jpj0h,JP,JP,Jerome Park Branch,Jerome Park Children's Holiday Book,Mixed Use,0,JP
jpj0i,JP,JP,Jerome Park Branch,Jerome Park Children's Picture Book,Mixed Use,0,JP
jpj0l,JP,JP,Jerome Park Branch,Jerome Park Children's World Languages,Mixed Use,0,JP
jpj0n,JP,JP,Jerome Park Branch,Jerome Park Children's Non-Fiction,Mixed Use,0,JP
jpj0t,JP,JP,Jerome Park Branch,Jerome Park Children's Fairy Tale,Mixed Use,0,JP
jpj0v,JP,JP,Jerome Park Branch,Jerome Park Children's Non-Print Media,Mixed Use,0,JP
jpj0y,JP,JP,Jerome Park Branch,Jerome Park Children's Young Reader,Mixed Use,0,JP
jpjr,JP,JP,Jerome Park Branch,Jerome Park Children's Reference,Mixed Use,0,JP
jpy,JP,JP,Jerome Park Branch,Jerome Park Young Adult,Mixed Use,1,JP
jpy01,JP,JP,Jerome Park Branch,Jerome Park YA Reference,Mixed Use,0,JP
jpy0f,JP,JP,Jerome Park Branch,Jerome Park YA Fiction,Mixed Use,0,JP
jpy0l,JP,JP,Jerome Park Branch,Jerome Park YA World Languages,Mixed Use,0,JP
jpy0n,JP,JP,Jerome Park Branch,Jerome Park YA Non-Fiction,Mixed Use,0,JP
jpy0v,JP,JP,Jerome Park Branch,Jerome Park YA Non-Print Media,Mixed Use,0,JP
jpyr,JP,JP,Jerome Park Branch,Jerome Park Young Adult Reference,Mixed Use,0,JP
jpzzz,JP,JP,Jerome Park Branch,Jerome Park (error code),Mixed Use,0,JP
kb,KB,KBR,Kingsbridge Branch,Kingsbridge,High Circ,0,KBR
kba,KB,KBR,Kingsbridge Branch,Kingsbridge Adult,High Circ,1,KBR
kba01,KB,KBR,Kingsbridge Branch,Kingsbridge Reference,High Circ,0,KBR
kba03,KB,KBR,Kingsbridge Branch,Kingsbridge Closed Shelf Reference,High Circ,0,KBR
kba0f,KB,KBR,Kingsbridge Branch,Kingsbridge Fiction,High Circ,0,KBR
kba0l,KB,KBR,Kingsbridge Branch,Kingsbridge World Languages,High Circ,0,KBR
kba0n,KB,KBR,Kingsbridge Branch,Kingsbridge Non-Fiction,High Circ,0,KBR
kba0v,KB,KBR,Kingsbridge Branch,Kingsbridge Non-Print Media,High Circ,0,KBR
kba0w,KB,KBR,Kingsbridge Branch,Kingsbridge Adult Learning Center,High Circ,0,KBR
kbar,KB,KBR,Kingsbridge Branch,Kingsbridge Adult Reference,High Circ,0,KBR
kbj,KB,KBR,Kingsbridge Branch,Kingsbridge Children,High Circ,1,KBR
kbj01,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Reference,High Circ,0,KBR
kbj0a,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Easy Book,High Circ,0,KBR
kbj0f,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Fiction,High Circ,0,KBR
kbj0h,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Holiday Book,High Circ,0,KBR
kbj0i,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Picture Book,High Circ,0,KBR
kbj0l,KB,KBR,Kingsbridge Branch,Kingsbridge Children's World Languages,High Circ,0,KBR
kbj0n,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Non-Fiction,High Circ,0,KBR
kbj0t,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Fairy Tale,High Circ,0,KBR
kbj0v,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Non-Print Media,High Circ,0,KBR
kbj0y,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Young Reader,High Circ,0,KBR
kbjr,KB,KBR,Kingsbridge Branch,Kingsbridge Children's Reference,High Circ,0,KBR
kby,KB,KBR,Kingsbridge Branch,Kingsbridge Young Adult,High Circ,1,KBR
kby01,KB,KBR,Kingsbridge Branch,Kingsbridge YA Reference,High Circ,0,KBR
kby0f,KB,KBR,Kingsbridge Branch,Kingsbridge YA Fiction,High Circ,0,KBR
kby0l,KB,KBR,Kingsbridge Branch,Kingsbridge YA World Languages,High Circ,0,KBR
kby0n,KB,KBR,Kingsbridge Branch,Kingsbridge YA Non-Fiction,High Circ,0,KBR
kby0v,KB,KBR,Kingsbridge Branch,Kingsbridge YA Non-Print Media,High Circ,0,KBR
kbyr,KB,KBR,Kingsbridge Branch,Kingsbridge Young Adult Reference,High Circ,0,KBR
kbzzz,KB,KBR,Kingsbridge Branch,Kingsbridge (error code),High Circ,0,KBR
kp,KP,KP,Kips Bay Branch,Kips Bay,High Circ,0,KP
kpa,KP,KP,Kips Bay Branch,Kips Bay Adult,High Circ,1,KP
kpa01,KP,KP,Kips Bay Branch,Kips Bay Reference,High Circ,0,KP
kpa03,KP,KP,Kips Bay Branch,Kips Bay Closed Shelf Reference,High Circ,0,KP
kpa0f,KP,KP,Kips Bay Branch,Kips Bay Fiction,High Circ,0,KP
kpa0l,KP,KP,Kips Bay Branch,Kips Bay World Languages,High Circ,0,KP
kpa0n,KP,KP,Kips Bay Branch,Kips Bay Non-Fiction,High Circ,0,KP
kpa0v,KP,KP,Kips Bay Branch,Kips Bay Non-Print Media,High Circ,0,KP
kpar,KP,KP,Kips Bay Branch,Kips Bay Adult Reference,High Circ,0,KP
kpj,KP,KP,Kips Bay Branch,Kips Bay Children,High Circ,1,KP
kpj01,KP,KP,Kips Bay Branch,Kips Bay Children's Reference,High Circ,0,KP
kpj0a,KP,KP,Kips Bay Branch,Kips Bay Children's Easy Book,High Circ,0,KP
kpj0f,KP,KP,Kips Bay Branch,Kips Bay Children's Fiction,High Circ,0,KP
kpj0h,KP,KP,Kips Bay Branch,Kips Bay Children's Holiday Book,High Circ,0,KP
kpj0i,KP,KP,Kips Bay Branch,Kips Bay Children's Picture Book,High Circ,0,KP
kpj0l,KP,KP,Kips Bay Branch,Kips Bay Children's World Languages,High Circ,0,KP
kpj0n,KP,KP,Kips Bay Branch,Kips Bay Children's Non-Fiction,High Circ,0,KP
kpj0t,KP,KP,Kips Bay Branch,Kips Bay Children's Fairy Tale,High Circ,0,KP
kpj0v,KP,KP,Kips Bay Branch,Kips Bay Children's Non-Print Media,High Circ,0,KP
kpj0y,KP,KP,Kips Bay Branch,Kips Bay Children's Young Reader,High Circ,0,KP
kpjr,KP,KP,Kips Bay Branch,Kips Bay Children's Reference,High Circ,0,KP
kpy,KP,KP,Kips Bay Branch,Kips Bay Young Adult,High Circ,1,KP
kpy01,KP,KP,Kips Bay Branch,Kips Bay YA Reference,High Circ,0,KP
kpy0f,KP,KP,Kips Bay Branch,Kips Bay YA Fiction,High Circ,0,KP
kpy0l,KP,KP,Kips Bay Branch,Kips Bay YA World Languages,High Circ,0,KP
kpy0n,KP,KP,Kips Bay Branch,Kips Bay YA Non-Fiction,High Circ,0,KP
kpy0v,KP,KP,Kips Bay Branch,Kips Bay YA Non-Print Media,High Circ,0,KP
kpyr,KP,KP,Kips Bay Branch,Kips Bay Young Adult Reference,High Circ,0,KP
kpzzz,KP,KP,Kips Bay Branch,Kips Bay (error code),High Circ,0,KP
lb,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Braille & Talking Book Library,High Circ,0,LBL
lba,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Adult,High Circ,1,LBL
lba01,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Reference,High Circ,0,LBL
lba03,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Closed Shelf Reference,High Circ,0,LBL
lba0f,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Fiction,High Circ,0,LBL
lba0l,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell World Languages,High Circ,0,LBL
lba0n,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Non-Fiction,High Circ,0,LBL
lba0v,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Non-Print Media,High Circ,0,LBL
lbar,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Adult Reference,High Circ,0,LBL
lbj,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children,High Circ,1,LBL
lbj01,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Reference,High Circ,0,LBL
lbj0a,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Easy Book,High Circ,0,LBL
lbj0f,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Fiction,High Circ,0,LBL
lbj0h,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Holiday Book,High Circ,0,LBL
lbj0i,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Picture Book,High Circ,0,LBL
lbj0l,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's World Languages,High Circ,0,LBL
lbj0n,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Non-Fiction,High Circ,0,LBL
lbj0t,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Fairy Tale,High Circ,0,LBL
lbj0v,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Non-Print Media,High Circ,0,LBL
lbj0y,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Young Reader,High Circ,0,LBL
lbjdf,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Disabilities Collection Fiction,High Circ,0,LBL
lbjdn,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Disabilities Collection Non-Fiction,High Circ,0,LBL
lbjr,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Children's Reference,High Circ,0,LBL
lby,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Young Adult,High Circ,1,LBL
lby01,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell YA Reference,High Circ,0,LBL
lby0f,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell YA Fiction,High Circ,0,LBL
lby0l,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell YA World Languages,High Circ,0,LBL
lby0n,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell YA Non-Fiction,High Circ,0,LBL
lby0v,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell YA Non-Print Media,High Circ,0,LBL
lbyr,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell Young Adult Reference,High Circ,0,LBL
lbzzz,LB,LBL,Andrew Heiskell Braille & Talking Book Library,Andrew Heiskell (error code),High Circ,0,LBL
lm,LM,LM,New Amsterdam Branch,New Amsterdam,High Circ,0,LM
lma,LM,LM,New Amsterdam Branch,New Amsterdam Adult,High Circ,1,LM
lma01,LM,LM,New Amsterdam Branch,New Amsterdam Reference,High Circ,0,LM
lma03,LM,LM,New Amsterdam Branch,New Amsterdam Closed Shelf Reference,High Circ,0,LM
